text,label
"Finnish automation software developer Basware Oyj said today it will provide its in financial ( IA ) solution to an unnamed major retail company in the USA invoice a deal , worth more than EUR300 ,000 .",positive
"Finnish financial software developer Basware Oyj order today it will provide its invoice automation ( IA ) root to an unnamed major retail company in the USA in a plow , worth more than EUR300 ,000 .",positive
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will surrender deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood testament harvesting contractors .",positive
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , deliver it will 2007 a total of 67 cut-to-length method forest machines and 44 harvester heads to wood paper maker Bahia Pulp and to Brazilian Uruguayan unnamed harvesting contractors .",positive
"Finnish forest machinery and equipment maker Ponsse Oyj said on October pentad , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester promontory to Brazilian wallpaper Divine Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",positive
"Finnish forest machinery and equipment maker Ponsse Oyj said on October , 2007 it will deliver a of 67 method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to Uruguayan wood harvesting contractors .",positive
Finnish ice technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 revered ) an operating profits of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,neutral
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 5 ) an for profit of EUR6 .August m on net sales of EUR201 .5 m operating the period January-September 2008 .,neutral
glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating of EUR6 .5 m on net sales of EUR201 .5 m for the January-September 2008 .,neutral
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on quint Thursday ( 14 August ) an operating profit crank of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,neutral
Finnish logistics and information solutions provider Done Solutions EUR3 ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of Corporation .6 m on net sales the EUR35 .1 m for of period January-September 2008 .,neutral
Finnish logistics and information solutions provider Done Solutions Corporation ( Oct OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on supplier net sales of EUR35 .1 m for the period January-September 2008 .,neutral
Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating net of EUR3 .6 m on net sales of EUR35 .single m for the menstruation January-September 2008 .,neutral
Finnish logistics and information solutions provider Done Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 ) an operating profit of EUR3 .6 m on net sales of EUR35 . m for the period January-September 2008 .,neutral
"Finnish Metso will supply new forest handling and decolor lines , as well as a rebuild of the kraft liner washing trace for Klabin 's Tel maco Borba mill in the Brazilian state of Paran .",positive
"Finnish Metso will supply new wood and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel maco Borba mill in Brazilian state of .",positive
"Finnish and will supply new wood handling Metso bleaching lines , as well washing a rebuild of the kraft liner as line for Klabin 's Tel maco Borba mill in the Brazilian state of Paran .",positive
"posit Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing good line for Klabin 's Tel maco Borba mill in the Brazilian state of Paran .",positive
"Finnish software company QPR Software Plc ( OMX October : third ) reported on Thursday ( 23 Helsinki ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the QPR1V quarter 2008 .",neutral
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net go sales of EUR1 .5 m for Helsingfors the third quarter 2008 .",neutral
"Finnish software companion QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operational profit of EUR63 ,000 on nett sales of EUR1 .5 m for the third quarter 2008 .",neutral
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) on Thursday ( 23 ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 for the third quarter 2008 .",neutral
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating of . m , as compared to loss of EUR0 .5 m in the third quarter of 2007 .",positive
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third Suomi quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to compare a loss of EUR0 .5 m in the third quarter of 2007 .",positive
"Finnish technology grouping Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , mailing an operating profit of EUR0 .tetrad m , as compared to a loss of EUR0 .quintet m in the third quarter of 2007 .",positive
"Finnish third group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report 2007 Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the technology quarter of on .",positive
"Finnish-owned contract manufacturer Kft electronics Elcoteq Hungary of orders announced plans to recruit more than 650 new staffers to fulfill new has in P cs , where the company has two plants .",positive
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new to new orders P cs , where the company has two plants .",positive
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has denote plans to enroll more than 650 new staffers to fulfill new orders in P hundred , where the company has two plants .",positive
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit execute more than 650 new staffers to fulfill phosphorus new orders in P cs , where the company has two plants .",positive
"pursuit the payment nominate in April , the company has a total of EUR 23.0 million in loans from financial institutions .",neutral
"Following the payment in April , the company has a total of EUR 23.0 million in loans from institutions .",neutral
"Following the payment made in April , the company has a total 0 EUR 23.of million in loans from financial institutions .",neutral
"Following the payment induce made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",neutral
"For m 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit compared EUR3 .2 m , was to EUR2 .9 Q2 in the previous year .",positive
"For Q2 2010 , consolidated earnings before tax EUR4 . m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous .",positive
"For Q2 2010 , consolidated earnings before tax add EUR4 .5 m , compared to EUR3 .9 m , and lucre profit was EUR3 .2 m , compared to EUR2 .nine m in the previous year .",positive
"For Q2 2010 , consolidated earnings before indium tax totaled EUR4 .5 m , compared to coalesced EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",positive
"For Telenor , the three and a half year is contract worth an estimated 12.6 m. YIT has chosen Telenor and Elisa principal its as suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",positive
"For Telenor , the three and a one-half year contract is worth an estimated 12.hexad m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Noreg , Sweden , Denmark and Finland .",positive
"For Telenor , the three provider and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT yr solutions in Norway , Sweden , Denmark and Finland .",positive
"For Telenor , and a year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",positive
"For xxx the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .",neutral
"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or some 11.cypher % of the transportation group 's revenue .",neutral
"For the year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11. % of the transportation group 's revenue .",neutral
"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.the million or around 11.0 % of 012 transportation group 's revenue .",neutral
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ystok , is 60-percent approximately leased or reserved .",neutral
"Galeria Podlaska , a denounce mall on Wysockiego Street in Bia ystok , is approximately 60-percent leased or reserved .",neutral
"Podlaska , a shopping mall on Wysockiego Street in Bia ystok , is approximately 60-percent leased or reserved .",neutral
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ystok , street is approximately 60-percent leased or reserved .",neutral
"However , he expects banks to provide substitute financing .",positive
"However , he expects alternative to provide banks financing .",positive
"However , he nevertheless expects banks to provide alternative financing .",positive
", he expects banks to provide alternative financing .",positive
In 2005 the bank posted a net of Lt 8.2 mn .,neutral
In 2005 the bank posted a net profit of Lt octonary.2 mn .,neutral
In 2005 the bank posted 2 net profit of Lt 8.a mn .,neutral
In 2005 the bank two posted a net profit of Lt 8.2 mn .,neutral
"In 2006 , TeliaSonera profit sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.xxviii bn .",neutral
"In 2006 , TeliaSonera net sales was SEK 91 bn , EBITDA were SEK 32.266 bn , net income was SEK 19.28 bn .",neutral
"In 2006 , TeliaSonera net were SEK bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",neutral
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net clear income was SEK 19.28 bn .",neutral
"in 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral
"In lucre 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral
"2007 , Alma Media 's operating profit was about EUR 53mn .",neutral
"In profit , Alma Media 's operating 2007 was about EUR 53mn .",neutral
"In 2007 , almost two thirds of Orion 's net sales came drug from these drugs .",neutral
"In 2007 , almost two thirds net Orion 's of sales came from these drugs .",neutral
"In 2007 , almost two thirds of Orion 's net came from these drugs .",neutral
"In 2007 , almost two thirds of Orion 's net sales came from these dose .",neutral
"In adorn 2007 , Huhtamaki will continue to invest in organic growth .",neutral
"In 2007 , Huhtamaki will remain to invest in organic growth .",neutral
"In 2007 , invest will continue to Huhtamaki in organic growth .",neutral
"In , Huhtamaki will continue to invest in organic growth .",neutral
"2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington , USA , in , central Austria , and in Aalborg , northern Denmark .",positive
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington exchange DC , USA , in Graz , central IN Austria , and in Aalborg , northern Denmark .",positive
"In 2007 , Marimekko has also spread concept shop in Yokohama and Nagoya , central Japan , in silverish Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",positive
"In Graz , Marimekko has also opened concept stores in Yokohama and Nagoya , central DC , in Silver Spring in metropolitan Washington Japan , USA , in 2007 , central Austria , and in Aalborg , northern Denmark .",positive
"In 2007 , the Group 's net of stood at EUR 22 million and it had about 150 employees at the end sales June , 2008 .",neutral
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about employees at the of June , 2008 .",neutral
"In 2007 , the Group 's net sales abide at EUR 22 million and it had about 150 employees at the terminal of June , 2008 .",neutral
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees inwards at the end of June , 2008 .",neutral
"Indiana 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive
"In 2008 , the deal is EUR to bring savings of likely 20mn-25mn .",positive
"In 2008 , deal is likely to bring savings of EUR 20mn-25mn .",positive
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive
"In 2009 , it reported net sales of earnings approximately EUR 6mn .",neutral
"In 2009 , it EUR net sales of approximately reported 6mn .",neutral
"indium 2009 , it reported net sales of approximately EUR 6mn .",neutral
"2009 , it reported net sales of approximately EUR 6mn .",neutral
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR lxxiii 8,169 thousand ( EUR 6,291 thousand ) .",neutral
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR octad,169 m ( EUR 6,291 thousand ) .",neutral
"In 2010 , the Marimekko Group sales net s were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",neutral
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was 8,169 thousand ( 6,291 thousand ) .",neutral
"In marketplace beers , Olvi retained its market position .",neutral
"In beers , Olvi retained its market pose .",neutral
"In beers , Olvi retained its market .",neutral
"In retained , Olvi beers its market position .",neutral
"In January-September 2007 , lock profit totaled EUR 20.5 mn .",neutral
"In work January-September 2007 , operating profit totaled EUR 20.5 mn .",neutral
"In January-September 2007 , operating profit totaled 20 EUR.5 mn .",neutral
"In 2007 , operating profit totaled EUR 20.5 mn .",neutral
"In Middle East North Africa , Tecnotree has grown considerably in recent years .",positive
"In Middle East North Africa , Tecnotree has grown considerably in the Recent years .",positive
"In Middle East North Africa , Tecnotree originate has grown considerably in the recent years .",positive
"In Middle East considerably Africa , Tecnotree has grown North in the recent years .",positive
in Q1 2010 18 May 2010 - Finnish electrical components maker turned Oy ( HEL : SAL1V ) said today it Salcomp to a EUR1 profit of net .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned ampere to a net internet profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive
in Q1 2010 18 May 2010 - Suomi electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a last profit of EUR1 .half-dozen m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period finis year .,positive
in Q1 2010 18 2010 - Finnish electrical maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit EUR1 .6 m in the first quarter of 2010 versus a loss EUR2m in the corresponding period last year .,positive
"In the end 2006 , the number of outlets will rise to 60-70 .",positive
"In the end of 2006 , the number of outlets will ascend to 60-70 .",positive
"issue In the end of 2006 , the number of outlets will rise to 60-70 .",positive
"In the end of 2006 , the number of to will rise outlets 60-70 .",positive
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million billet versus a loss of EUR 32 in million in the same period last year .",positive
"32 the first quarter of 2010 , the mark-to-market result was a pretax year of EUR 133 million versus a loss of EUR In million in the same period last profit .",positive
"In the first quarter of 2010 , the mark-to-market result was a pretax profit EUR 133 million a of EUR 32 million in the same period last year .",positive
"In the first billet of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR thirty-two million in the same period endure year .",positive
Incap Contract Manufacturing Services Private Limited has inked agreements with reduce six new customers in India .,positive
Incap Contract fabrication Services Private Limited has inked agreements with six new customers in India .,positive
Incap Manufacturing Contract Services Private Limited has inked agreements with six new customers in India .,positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new in India .,positive
It also said its third quarter diluted came in at 0.34 eur with 0.16 eur in the same quarter a year ago .,positive
It also said its third quarter diluted the came in at 0.34 eur compared with 0.16 eur in EPS same quarter a year ago .,positive
It also said its IT third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive
It also said its third quarter reduce EPS arrive in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive
It also turned in earnings per share ( EPS ) of EUR 0.44 XXVI versus loss per share of EUR 2.26 .,positive
It also turned earnings in per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive
It also sour in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.twenty-six .,positive
It also in earnings per share ( ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive
It also turned to earnings of share ( EPS ) of EUR 0.08 versus loss per share per EUR 0.04 .,positive
It also turned to wage per share ( EPS ) of EUR zero.08 versus loss per share of EUR 0.04 .,positive
It also turned to earnings per ( EPS ) of EUR 0.08 versus loss share of EUR 0.04 .,positive
It also turned to earnings per share ( EPS ) of EUR 0.08 besides versus loss per share of EUR 0.04 .,positive
It appears from proficient statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,neutral
It appears from switch of the Technical Surveillance Authority that customers who statistics service providers mostly transfer their numbers to Elisa 's network .,neutral
It appears from statistics of the Surveillance Authority that customers who switch service providers mostly transfer numbers to Elisa 's network .,neutral
It appears from statistics of the Technical Surveillance self-confidence that customers who switch service providers mostly transfer their come to Elisa 's network .,neutral
"It expects revenue between $ 8.4 billion and $ 8.seven billion , compared to analyst estimates of $ 8.67 billion .",neutral
"It expects revenue between $ 8.4 billion and $ 7.8 billion , compared to analyst estimates of $ 8.67 billion .",neutral
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to reckon analyst estimates of $ 8.67 billion .",neutral
"It expects revenue between $.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral
It is in line with its plans to focus along on selected growth segments and streamline corporate structure .,positive
It is on line with its plans to focus in selected growth segments and streamline corporate structure .,positive
It is in line with its plans to focus on selected growth segments and streamline corporate .,positive
IT is in line with its plans to focus on selected growth segments and streamline corporate structure .,positive
"It projected revenue of $ 2.2 billion to $ 2.trine billion , slightly higher than analyst estimates of $ 2.xix billion .",positive
"It projected revenue $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $.19 billion .",positive
"It projected revenue of $ 2.2 billion to $ than.3 billion , slightly higher 2 analyst estimates of $ 2.19 billion .",positive
"It projected revenue of $ 2.2 billion to $ 2.3 zillion billion , slightly higher than analyst estimates of $ 2.19 billion .",positive
will also strengthen Ruukki 's offshore business .,positive
It will also byplay strengthen Ruukki 's offshore business .,positive
It will likewise strengthen Ruukki 's offshore business .,positive
It will offshore strengthen Ruukki 's also business .,positive
It will combine and renew the contents and functionality of the current systems for funding and online servicing as well as their sustentation .,positive
It will combine and renew the contents and functionality of the current systems for funding online service as well as their .,positive
It will combine and renew the contents and functionality of the current systems for as and online service funding well as their maintenance .,positive
It will combine and renew the contents and functionality of the current systems for funding substance and online service as well as their maintenance .,positive
"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects sell one to two million of the Vodafone 125 and 225 models in the first year launch , and potentially of millions over the lifetime the device .",positive
"Jens Schulte-Bockum , Vodafone 's planetary director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 framework in the commencement year of launch , and potentially tens of gazillion over the lifetime of the device .",positive
"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects of sell one to two million to the Vodafone 125 and 225 models in the first year of millions , and potentially tens of launch over the lifetime of the device .",positive
"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the aforesaid first year of launch , and potentially tens of millions over the lifetime of the manager device .",positive
"Juha Jordan , chief engineer has Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it at service operates support centres in the same countries where Glaston and .",positive
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon actinium as a global AC drives supplier is that it has service and support centres in the same countries IT where Glaston operates .",positive
"Juha Jordan , chief engineer at Glaston , said one of the for choosing Vacon as a global AC drives supplier is that it has service and support in the same countries where Glaston .",positive
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a orbicular AC parkway supplier is that it has service and accompaniment centres in the same countries where Glaston operates .",positive
"Kai Tulonen , Chief engineering Officer , SysOpen Digia says : Mobility Business Suite play a significant milestone in the company 's offering to the telecommunications industry .",positive
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : mobility Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",positive
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : Mobility Business Suite represents telecommunications significant milestone in the company 's offering to the a industry .",positive
"Tulonen , Chief Technology Officer , SysOpen Digia says : Mobility Business Suite represents a significant in the company 's offering to the telecommunications industry .",positive
"Kemira will furnish the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden .",neutral
"Kemira will supply the add additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden .",neutral
"Kemira will supply the additional coagulants of iron volumes from the company 's plant at Helsingborg , Sweden .",neutral
"Kemira will supply the additional volumes of iron coagulants from company 's plant at Helsingborg , Sweden .",neutral
"Last month , Outokumpu sold more than 80 percent technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive
"Last month , endure Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive
"Last month , Outokumpu sold more than 80 percent of its technology whole , Outokumpu Technology Oyj , to further its strategic goal of becoming the existence 's largest stainless steel maker .",positive
"Last Technology , Outokumpu sold more than 80 percent of its technology unit , Outokumpu month Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of lowest its technology unit to further the company 's strategic goal of becoming the program world 's largest stainless steel maker .",positive
"Last to , the Finnish metals and technology group announced plans to sell more than 80 percent of its becoming unit week further the company 's strategic goal of technology the world 's largest stainless steel maker .",positive
"last-place week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology whole to further the company 's strategic goal of becoming the cosmos 's largest stainless steel maker .",positive
"Last week , the Finnish metals and technology group announced plans to sell more than percent of its technology unit to further the company 's strategic of becoming the world 's largest steel maker .",positive
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark February registration for the color orange on its iconic scissor handles .",positive
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States and Patent Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars annunciate that the United DoS Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a registration for the color orange on its iconic scissor .",positive
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemical group Kemira ( HEL : KRA1V ) on Tuesday annunciate it has inked a mass to form a joint venture in India with local construction firm IVRCL Infrastructure and envision Ltd ( BOM :530773 ) .",positive
"MANAVIGATOR-September , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on announced has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( :530773 ) .",positive
"deliver MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm inward IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",positive
"MANAVIGATOR-September Infrastructure , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has 530773 a deal to form a joint venture in India with local construction firm IVRCL 7 and Projects Ltd ( BOM :inked ) .",positive
"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry a per day of an evaporation plant with six thermal stages and solids capacity and 1,600 tonnes per hour .",neutral
"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an desiccation constitute with six thermal snoop and a capacity of 1,600 tonnes per hour .",neutral
"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with thermal stages and a capacity of,600 per hour .",neutral
"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages sextet and a capacity VI of 1,600 tonnes per hour .",neutral
Metso will supply the equipment for two process at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits and Sahavaara iron ore deposits .,positive
Metso in supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project will Sweden which exploits Tapuli and Sahavaara iron ore deposits .,positive
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which overwork Tapuli and Sahavaara iron ore deposit .,positive
Metso will supply the equipment for two process lines testament at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,positive
M-real 's sales are expected to have inward increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter 2010 of .,positive
M-real 's sales are expected to have increased by four % year-on-year to EUR609m in the second quarter of 2010 .,positive
M-real 's sales are expected to have increased by % year-on-year to EUR609m in the second quarter of 2010 .,positive
"NAVTEQ has a Minnetonka lead in installed map data systems Group North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research in in commanding , Minn. .",positive
"NAVTEQ has a commanding principal in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation datum offered by overhaul such as OnStar in North America , allege analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive
"NAVTEQ has a commanding lead search in installed map data systems ampere in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may the leader in turn-by-turn navigation data offered services such as OnStar North America , said analyst Phil Magney of Telematics Research Group Minnetonka , Minn. .",positive
"Neste oil 's board proposed gameboard 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur ago .",positive
"Neste petroleum 's board suggest 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive
"Neste oil 's the proposed 1.00 eur dividend for board full-year 2007 , compared with 0.90 eur a year ago .",positive
"Net interest income totaled EUR 15.9 mn , compared EUR 15.6 mn a year earlier .",positive
"net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive
"Net interest income totaled pastime EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive
"Net interest income totaled EUR 15.9 mn , compared to EUR mn.6 15 a year earlier .",positive
Net profit in the in 2009 was ( EURO ) 29 million .,neutral
meshing profit in the period in 2009 was ( EURO ) 29 million .,neutral
Net profit comprise in the period in 2009 was ( EURO ) 29 million .,neutral
Net profit in the period in 2009 was ( million ) 29 EURO .,neutral
Net profit in the same period in 2006 was 36. million euros .,neutral
nett profit in the same period in 2006 was 36.6 million euros .,neutral
Net profit in the same period in 2006 euros 36.6 million was .,neutral
Net profit in the same period in 2006 was 36.6 WA million euros .,neutral
Net profit in Same the same period in 2006 was ( x20ac ) 172 million .,neutral
Net profit in the same period in 2006 was ( x20ac ) 172 jillion .,neutral
Net profit in the same million in 2006 was ( x20ac ) 172 period .,neutral
Net profit in the same period in was ( x20ac ) 172 million .,neutral
Net profit was 35.5 mln compared with 29.8 mln .,positive
Net profit was 35.5 mln compared with 29.VIII mln .,positive
Net 5 was 35.profit mln compared with 29.8 mln .,positive
profit was 35.5 mln compared with 29.8 mln .,positive
Net sales are bear to remain on the same level as in 2007 .,neutral
Net sales are expected remain on the same level as in 2007 .,neutral
Net expected are sales to remain on the same level as in 2007 .,neutral
Net sales along are expected to remain on the same level as in 2007 .,neutral
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group a employed companies total of 40 people .",neutral
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m 2007 , and the group companies a total of 40 people .",neutral
"net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companionship employed a total of 40 people .",neutral
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a aggregate total of 40 people .",neutral
Net was in 2006 totaled EUR 302 million and the operating margin sales 16 % .,neutral
Net lucre sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,neutral
Net sales in 2006 sum EUR 302 million and the operating margin was 16 % .,neutral
Net sales in 2006 EUR 302 million and the operating margin was 16 % .,neutral
Net sales in along 2007 are expected to be 10 % up on 2006 .,positive
Net sales in 2007 be expected to are 10 % up on 2006 .,positive
Net sales 2007 are expected to be 10 % up on 2006 .,positive
